article,chunk_name,png_path,code,functions,function_labels
250-correlation-network-with-igraph,thecode5-1,images/250-correlation-network-with-igraph/thecode5-1.png,"par(bg=""black"")

plot(network,

    # === vertex
    vertex.color = rgb(0.8,0.4,0.3,0.8),          # Node color
    vertex.frame.color = ""white"",                 # Node border color
    vertex.shape=""circle"",                        # One of “none”, “circle”, “square”, “csquare”, “rectangle” “crectangle”, “vrectangle”, “pie”, “raster”, or “sphere”
    vertex.size=14,                               # Size of the node (default is 15)
    vertex.size2=NA,                              # The second size of the node (e.g. for a rectangle)

    # === vertex label
    vertex.label=LETTERS[1:10],                   # Character vector used to label the nodes
    vertex.label.color=""white"",
    vertex.label.family=""Times"",                  # Font family of the label (e.g.“Times”, “Helvetica”)
    vertex.label.font=2,                          # Font: 1 plain, 2 bold, 3, italic, 4 bold italic, 5 symbol
    vertex.label.cex=1,                           # Font size (multiplication factor, device-dependent)
    vertex.label.dist=0,                          # Distance between the label and the vertex
    vertex.label.degree=0 ,                       # The position of the label in relation to the vertex (use pi)

    # === Edge
    edge.color=""white"",                           # Edge color
    edge.width=4,                                 # Edge width, defaults to 1
    edge.arrow.size=1,                            # Arrow size, defaults to 1
    edge.arrow.width=1,                           # Arrow width, defaults to 1
    edge.lty=""solid"",                             # Line type, could be 0 or “blank”, 1 or “solid”, 2 or “dashed”, 3 or “dotted”, 4 or “dotdash”, 5 or “longdash”, 6 or “twodash”
    edge.curved=0.3    ,                          # Edge curvature, range 0-1 (FALSE sets it to 0, TRUE to 0.5)
    )","par,plot,rgb,[,:",
251-network-with-node-size-based-on-edges-number,thecode2-1,images/251-network-with-node-size-based-on-edges-number/thecode2-1.png,"# library
library(igraph)
 
# create data:
links=data.frame(
    source=c(""A"",""A"", ""A"", ""A"", ""A"",""J"", ""B"", ""B"", ""C"", ""C"", ""D"",""I""),
    target=c(""B"",""B"", ""C"", ""D"", ""J"",""A"",""E"", ""F"", ""G"", ""H"", ""I"",""I"")
    )
 
# Turn it into igraph object
network <- graph_from_data_frame(d=links, directed=F) 
 
# Count the number of degree for each node:
deg <- degree(network, mode=""all"")
 
# Plot
plot(network, vertex.size=deg*6, vertex.color=rgb(0.1,0.7,0.8,0.5) )","library,=,data.frame,c,<-,graph_from_data_frame,degree,plot,*,rgb",
257-input-formats-for-network-charts,thecode2-1,images/257-input-formats-for-network-charts/thecode2-1.png,"#library
library(igraph)

# Create data
set.seed(10)
data <- matrix(sample(0:2, 25, replace=TRUE), nrow=5)
colnames(data) = rownames(data) = LETTERS[1:5]
 
# build the graph object
network <- graph_from_adjacency_matrix(data)
 
# plot it
plot(network)","library,set.seed,<-,matrix,sample,:,=,colnames,rownames,[,graph_from_adjacency_matrix,plot",
257-input-formats-for-network-charts,thecode3-1,images/257-input-formats-for-network-charts/thecode3-1.png,"# lib
library(igraph)

# data
set.seed(1)
data <- matrix(sample(0:2, 15, replace=TRUE), nrow=3)
colnames(data) <- letters[1:5]
rownames(data) <- LETTERS[1:3]
 
# create the network object
network <- graph_from_incidence_matrix(data)
 
# plot it
plot(network)","library,set.seed,<-,matrix,sample,:,colnames,[,rownames,graph_from_incidence_matrix,plot",
257-input-formats-for-network-charts,thecode4-1,images/257-input-formats-for-network-charts/thecode4-1.png,"# create data:
links <- data.frame(
    source=c(""A"",""A"", ""A"", ""A"", ""A"",""F"", ""B""),
    target=c(""B"",""B"", ""C"", ""D"", ""F"",""A"",""E"")
    )

# create the network object
network <- graph_from_data_frame(d=links, directed=F) 

# plot it
plot(network)","<-,data.frame,c,graph_from_data_frame,plot",
257-input-formats-for-network-charts,thecode5-1,images/257-input-formats-for-network-charts/thecode5-1.png,"# create data:
network <- graph_from_literal( A-B-C-D, E-A-E-A, D-C-A, D-A-D-C )

# plot it
plot(network)","<-,graph_from_literal,-,plot",
26-add-text-over-a-boxplot,unnamed-chunk-1-1,images/26-add-text-over-a-boxplot/unnamed-chunk-1-1.png,"# Dummy data
names <- c(rep(""A"", 20) , rep(""B"", 8) , rep(""C"", 30), rep(""D"", 80))
value <- c( sample(2:5, 20 , replace=T) , sample(4:10, 8 , replace=T), 
       sample(1:7, 30 , replace=T), sample(3:8, 80 , replace=T) )
data <- data.frame(names,value)
 
# Draw the boxplot. Note result is also stored in a object called boundaries
boundaries <- boxplot(data$value ~ data$names , col=""#69b3a2"" , ylim=c(1,11))
# Now you can type boundaries$stats to get the boundaries of the boxes

# Add sample size on top
nbGroup <- nlevels(data$names)
text( 
  x=c(1:nbGroup), 
  y=boundaries$stats[nrow(boundaries$stats),] + 0.5, 
  paste(""n = "",table(data$names),sep="""")  
)","<-,c,rep,sample,:,data.frame,boxplot,~,$,nlevels,text,+,[,nrow,paste,table","boxplot,text"
261-multiple-graphs-on-same-page,thecodeA-1,images/261-multiple-graphs-on-same-page/thecodeA-1.png,"# libraries
library(ggplot2)
library(gridExtra)
 
# Make 3 simple graphics:
g1 <- ggplot(mtcars, aes(x=qsec)) + geom_density(fill=""slateblue"")
g2 <- ggplot(mtcars, aes(x=drat, y=qsec, color=cyl)) + geom_point(size=5) + theme(legend.position=""none"")
g3 <- ggplot(mtcars, aes(x=factor(cyl), y=qsec, fill=cyl)) + geom_boxplot() + theme(legend.position=""none"")
g4 <- ggplot(mtcars , aes(x=factor(cyl), fill=factor(cyl))) +  geom_bar()
 
# Plots
grid.arrange(g2, arrangeGrob(g3, g4, ncol=2), nrow = 2)","library,<-,+,ggplot,aes,geom_density,geom_point,theme,factor,geom_boxplot,geom_bar,grid.arrange,arrangeGrob","geom_density,geom_point,geom_boxplot,geom_bar,grid.arrange"
261-multiple-graphs-on-same-page,thecodeB-1,images/261-multiple-graphs-on-same-page/thecodeB-1.png,"
grid.arrange(g1, g2, g3, nrow = 3)
",grid.arrange,grid.arrange
261-multiple-graphs-on-same-page,thecodeC-1,images/261-multiple-graphs-on-same-page/thecodeC-1.png,"
grid.arrange(g2, arrangeGrob(g3, g4, ncol=2), nrow = 1)

","grid.arrange,arrangeGrob",grid.arrange
261-multiple-graphs-on-same-page,thecodeD-1,images/261-multiple-graphs-on-same-page/thecodeD-1.png,"grid.arrange(g2, arrangeGrob(g3, g4, nrow=2), nrow = 1)","grid.arrange,arrangeGrob",grid.arrange
262-basic-boxplot-with-ggplot2,unnamed-chunk-1-1,images/262-basic-boxplot-with-ggplot2/unnamed-chunk-1-1.png,"# Load ggplot2
library(ggplot2)
 
# The mtcars dataset is natively available
# head(mtcars)
 
# A really basic boxplot.
ggplot(mtcars, aes(x=as.factor(cyl), y=mpg)) + 
    geom_boxplot(fill=""slateblue"", alpha=0.2) + 
    xlab(""cyl"")","library,+,ggplot,aes,as.factor,geom_boxplot,xlab",geom_boxplot
263-ggplot2-boxplot-parameters,unnamed-chunk-1-1,images/263-ggplot2-boxplot-parameters/unnamed-chunk-1-1.png,"# Load ggplot2
library(ggplot2)
 
# The mpg dataset is natively available
#head(mpg)
 
# geom_boxplot proposes several arguments to custom appearance
ggplot(mpg, aes(x=class, y=hwy)) + 
    geom_boxplot(
        
        # custom boxes
        color=""blue"",
        fill=""blue"",
        alpha=0.2,
        
        # Notch?
        notch=TRUE,
        notchwidth = 0.8,
        
        # custom outliers
        outlier.colour=""red"",
        outlier.fill=""red"",
        outlier.size=3
    
    ) +
    xlab("""")","library,+,ggplot,aes,geom_boxplot,xlab",geom_boxplot
264-control-ggplot2-boxplot-colors,unnamed-chunk-1-1,images/264-control-ggplot2-boxplot-colors/unnamed-chunk-1-1.png,"# library
library(ggplot2)

# The mtcars dataset is natively available in R
#head(mpg)
 
# Top Left: Set a unique color with fill, colour, and alpha
ggplot(mpg, aes(x=class, y=hwy)) + 
    geom_boxplot(color=""red"", fill=""orange"", alpha=0.2) +
    xlab("""") + 
    theme(plot.margin=unit(c(2,2,2,2),""cm""))
 
# Top Right: Set a different color for each group with default color palette
ggplot(mpg, aes(x=class, y=hwy, fill=class)) + 
    geom_boxplot() +
    theme(legend.position=""none"") +
    xlab("""") + 
    theme(plot.margin=unit(c(2,2,2,2),""cm""))

# Bottom Left: Use a palette from colorBrewer
ggplot(mpg, aes(x=class, y=hwy, fill=class)) + 
    geom_boxplot() +
    theme(legend.position=""none"") +
    scale_fill_brewer(palette=""Set3"") +
    xlab("""") + 
    theme(plot.margin=unit(c(2,2,2,2),""cm""))
 
# Bottom Right
library(viridis)
ggplot(mpg, aes(x=class, y=hwy, fill=class)) + 
    geom_boxplot(alpha=0.9) +
    theme(legend.position=""none"") +
    scale_fill_viridis(discrete=TRUE) +
    xlab("""") + 
    theme(plot.margin=unit(c(2,2,2,2),""cm""))","library,+,ggplot,aes,geom_boxplot,xlab,theme,unit,c,scale_fill_brewer,scale_fill_viridis",geom_boxplot
264-control-ggplot2-boxplot-colors,unnamed-chunk-3-1,images/264-control-ggplot2-boxplot-colors/unnamed-chunk-3-1.png,"# Libraries
library(ggplot2)
library(dplyr)
library(hrbrthemes)

# Work with the natively available mpg dataset
mpg %>% 
  
  # Add a column called 'type': do we want to highlight the group or not?
  mutate( type=ifelse(class==""subcompact"",""Highlighted"",""Normal"")) %>%
  
  # Build the boxplot. In the 'fill' argument, give this column
  ggplot( aes(x=class, y=hwy, fill=type, alpha=type)) + 
    geom_boxplot() +
    scale_fill_manual(values=c(""#69b3a2"", ""grey"")) +
    scale_alpha_manual(values=c(1,0.1)) +
    theme_ipsum() +
    theme(legend.position = ""none"")  +
    xlab("""")
","library,+,%>%,mutate,ifelse,==,ggplot,aes,geom_boxplot,scale_fill_manual,c,scale_alpha_manual,theme_ipsum,theme,xlab",geom_boxplot
265-grouped-boxplot-with-ggplot2,unnamed-chunk-1-1,images/265-grouped-boxplot-with-ggplot2/unnamed-chunk-1-1.png,"# library
library(ggplot2)
 
# create a data frame
variety=rep(LETTERS[1:7], each=40)
treatment=rep(c(""high"",""low""),each=20)
note=seq(1:280)+sample(1:150, 280, replace=T)
data=data.frame(variety, treatment ,  note)
 
# grouped boxplot
ggplot(data, aes(x=variety, y=note, fill=treatment)) + 
    geom_boxplot()
","library,=,rep,[,:,c,+,seq,sample,data.frame,ggplot,aes,geom_boxplot",geom_boxplot
265-grouped-boxplot-with-ggplot2,unnamed-chunk-4-1,images/265-grouped-boxplot-with-ggplot2/unnamed-chunk-4-1.png,"p1
p2",,
266-ggplot2-boxplot-with-variable-width,unnamed-chunk-1-1,images/266-ggplot2-boxplot-with-variable-width/unnamed-chunk-1-1.png,"# library
library(ggplot2)
 
# create data
names <- c(rep(""A"", 20) , rep(""B"", 5) , rep(""C"", 30), rep(""D"", 100))
value <- c( sample(2:5, 20 , replace=T) , sample(4:10, 5 , replace=T), sample(1:7, 30 , replace=T), sample(3:8, 100 , replace=T) )
data <- data.frame(names,value)
 
# prepare a special xlab with the number of obs for each group
my_xlab <- paste(levels(data$names),""\n(N="",table(data$names),"")"",sep="""")
 
# plot
ggplot(data, aes(x=names, y=value, fill=names)) +
    geom_boxplot(varwidth = TRUE, alpha=0.2) +
    theme(legend.position=""none"") +
    scale_x_discrete(labels=my_xlab)","library,<-,c,rep,sample,:,data.frame,paste,levels,$,table,+,ggplot,aes,geom_boxplot,theme,scale_x_discrete",geom_boxplot
267-reorder-a-variable-in-ggplot2,unnamed-chunk-2-1,images/267-reorder-a-variable-in-ggplot2/unnamed-chunk-2-1.png,"# load the library
library(forcats)

# Reorder following the value of another column:
data %>%
  mutate(name = fct_reorder(name, val)) %>%
  ggplot( aes(x=name, y=val)) +
    geom_bar(stat=""identity"", fill=""#f68060"", alpha=.6, width=.4) +
    coord_flip() +
    xlab("""") +
    theme_bw()
 
# Reverse side
data %>%
  mutate(name = fct_reorder(name, desc(val))) %>%
  ggplot( aes(x=name, y=val)) +
    geom_bar(stat=""identity"", fill=""#f68060"", alpha=.6, width=.4) +
    coord_flip() +
    xlab("""") +
    theme_bw()","library,+,%>%,mutate,fct_reorder,ggplot,aes,geom_bar,coord_flip,xlab,theme_bw,desc",geom_bar
267-reorder-a-variable-in-ggplot2,unnamed-chunk-3-1,images/267-reorder-a-variable-in-ggplot2/unnamed-chunk-3-1.png,"# Using median
mpg %>%
  mutate(class = fct_reorder(class, hwy, .fun='median')) %>%
  ggplot( aes(x=reorder(class, hwy), y=hwy, fill=class)) + 
    geom_boxplot() +
    xlab(""class"") +
    theme(legend.position=""none"") +
    xlab("""")
 
# Using number of observation per group
mpg %>%
  mutate(class = fct_reorder(class, hwy, .fun='length' )) %>%
  ggplot( aes(x=class, y=hwy, fill=class)) + 
    geom_boxplot() +
    xlab(""class"") +
    theme(legend.position=""none"") +
    xlab("""") +
    xlab("""")","+,%>%,mutate,fct_reorder,ggplot,aes,reorder,geom_boxplot,xlab,theme",geom_boxplot
267-reorder-a-variable-in-ggplot2,unnamed-chunk-5-1,images/267-reorder-a-variable-in-ggplot2/unnamed-chunk-5-1.png,p,,
267-reorder-a-variable-in-ggplot2,unnamed-chunk-6-1,images/267-reorder-a-variable-in-ggplot2/unnamed-chunk-6-1.png,"data %>%
  arrange(val) %>%    # First sort by val. This sort the dataframe but NOT the factor levels
  mutate(name=factor(name, levels=name)) %>%   # This trick update the factor levels
  ggplot( aes(x=name, y=val)) +
    geom_segment( aes(xend=name, yend=0)) +
    geom_point( size=4, color=""orange"") +
    coord_flip() +
    theme_bw() +
    xlab("""")
 
data %>%
  arrange(val) %>%
  mutate(name = factor(name, levels=c(""north"", ""north-east"", ""east"", ""south-east"", ""south"", ""south-west"", ""west"", ""north-west""))) %>%
  ggplot( aes(x=name, y=val)) +
    geom_segment( aes(xend=name, yend=0)) +
    geom_point( size=4, color=""orange"") +
    theme_bw() +
    xlab("""")","+,%>%,arrange,mutate,factor,ggplot,aes,geom_segment,geom_point,coord_flip,theme_bw,xlab,c","geom_segment,geom_point"
267-reorder-a-variable-in-ggplot2,unnamed-chunk-8-1,images/267-reorder-a-variable-in-ggplot2/unnamed-chunk-8-1.png,p,,
268-ggplot2-boxplot-from-continuous-variable,unnamed-chunk-2-1,images/268-ggplot2-boxplot-from-continuous-variable/unnamed-chunk-2-1.png,p,,
269-ggplot2-boxplot-with-average-value,unnamed-chunk-1-1,images/269-ggplot2-boxplot-with-average-value/unnamed-chunk-1-1.png,"# Library
library(ggplot2)
 
# create data
names=c(rep(""A"", 20) , rep(""B"", 8) , rep(""C"", 30), rep(""D"", 80))
value=c( sample(2:5, 20 , replace=T) , sample(4:10, 8 , replace=T), sample(1:7, 30 , replace=T), sample(3:8, 80 , replace=T) )
data=data.frame(names,value)
 
# plot
ggplot(data, aes(x=names, y=value, fill=names)) +
    geom_boxplot(alpha=0.7) +
    stat_summary(fun.y=mean, geom=""point"", shape=20, size=14, color=""red"", fill=""red"") +
    theme(legend.position=""none"") +
    scale_fill_brewer(palette=""Set1"")","library,=,c,rep,sample,:,data.frame,+,ggplot,aes,geom_boxplot,stat_summary,theme,scale_fill_brewer","geom_boxplot,stat_summary"
27-levelplot-with-lattice,thecode-1,images/27-levelplot-with-lattice/thecode-1.png,"# Load the lattice package
library(""lattice"")
 
# Dummy data
x <- seq(1,10, length.out=20)
y <- seq(1,10, length.out=20)
data <- expand.grid(X=x, Y=y)
data$Z <- runif(400, 0, 5)

## Try it out
levelplot(Z ~ X*Y, data=data  ,xlab=""X"",
          main="""")","library,<-,seq,expand.grid,$,runif,levelplot,~,*",levelplot
27-levelplot-with-lattice,thecode3-1,images/27-levelplot-with-lattice/thecode3-1.png,"# Load the library
library(""lattice"")
 
# Dummy data
data <- matrix(runif(100, 0, 5) , 10 , 10)
colnames(data) <- letters[c(1:10)]
rownames(data) <- paste( rep(""row"",10) , c(1:10) , sep="" "")
 
# plot it flipping the axis
levelplot(data)","library,<-,matrix,runif,colnames,[,c,:,rownames,paste,rep,levelplot",levelplot
27-levelplot-with-lattice,thecode2-1,images/27-levelplot-with-lattice/thecode2-1.png,"# Load the library
library(""lattice"")
 
# Dummy data
data <- matrix(runif(100, 0, 5) , 10 , 10)
colnames(data) <- letters[c(1:10)]
rownames(data) <- paste( rep(""row"",10) , c(1:10) , sep="" "")
 
# plot it flipping the axis
levelplot( t(data[c(nrow(data):1) , ]),
           col.regions=heat.colors(100))","library,<-,matrix,runif,colnames,[,c,:,rownames,paste,rep,levelplot,t,nrow,heat.colors",levelplot
